Date,AAPL,META,TSLA,World,Politics,Coronavirus
2018-01-03,0.3064,-0.058857142857142865,,-0.04639240506329114,,
2018-01-04,,0.0,,-0.086625,,
2018-01-05,0.13413333333333333,0.06875,-0.06133333333333333,-0.14363461538461536,,
2018-01-06,0.10066666666666667,0.04408333333333333,0.314,-0.07001818181818181,,
2018-01-07,,,0.143,-0.10874285714285713,,
2018-01-08,0.06705555555555556,-0.122,0.07435714285714286,-0.14940625,,
2018-01-09,,0.167,,-0.08042307692307692,,
2018-01-10,-0.07766666666666668,-0.1115,0.018222222222222223,-0.088953125,,
2018-01-11,0.05372222222222222,-0.1451111111111111,0.02975,-0.054672727272727276,,
2018-01-12,,,,-0.1871851851851852,,
2018-02-03,-0.134,-0.10500000000000001,,-0.1665138888888889,,
2018-02-04,-0.16777777777777778,-0.0576,,-0.09572972972972973,,
2018-02-05,-0.008200000000000002,-0.15521428571428572,0.08222222222222222,-0.055507692307692306,,
2018-02-06,,0.0,,-0.19051428571428572,,
2018-02-07,-0.028249999999999997,-0.029375000000000005,-0.009000000000000003,-0.079,,
2018-02-08,-0.09304545454545456,0.044333333333333336,0.017,-0.07192727272727273,,
2018-02-09,,-0.3615,,-0.1354,-0.11739999999999999,
2018-02-10,0.185,-0.055615384615384615,-0.20750000000000002,-0.10624096385542169,-0.15233333333333335,
2018-02-11,0.024687499999999998,-0.07857142857142858,-0.015000000000000008,-0.16398360655737704,0.139,
2018-02-12,,-0.612,,-0.051466666666666674,-0.1015,
2018-02-13,,,,-0.12433734939759036,0.0536,
2018-02-14,,,,-0.07115789473684211,-0.03642105263157895,
2018-02-15,,,,-0.09295161290322582,-0.005142857142857142,
2018-02-16,,,,-0.11230645161290323,0.0897,
2018-02-17,,,,-0.15193333333333334,-0.148,
2018-02-18,,,,-0.18820689655172415,-0.321,
2018-02-19,,,,-0.12423728813559322,0.077375,
2018-02-20,,,,-0.15624691358024692,-0.1266153846153846,
2018-02-21,,,,-0.11365384615384616,-0.05133333333333333,
2018-02-22,,,,-0.1401875,-0.05608333333333334,
2018-02-23,,,,-0.1246029411764706,-0.231125,
2018-02-24,,,,-0.1974375,-0.1195,
2018-02-25,,,,-0.1809705882352941,,
2018-02-26,,,,-0.11362121212121212,-0.021199999999999997,
2018-02-27,0.08025,0.1805,,-0.11644,0.017666666666666667,
2018-02-28,0.09085714285714286,0.11,,-0.05689743589743589,-0.07264285714285713,
2018-03-01,,,,,0.01688888888888888,
2018-03-02,,,,,-0.2592,
2018-03-03,0.0,0.0,,-0.07916666666666666,0.0,
2018-03-04,0.01907142857142857,-0.057545454545454545,,-0.1278153846153846,0.0,
2018-03-05,0.0364,-0.08521428571428571,-0.033428571428571426,-0.09462666666666668,-0.10957142857142856,
2018-03-06,,-0.264,,-0.07054054054054054,-0.058058823529411774,
2018-03-07,0.09433333333333332,0.02886666666666667,0.179,-0.0931698113207547,0.0008000000000000007,
2018-03-08,0.16166666666666668,0.1026,-0.1055,-0.11201754385964911,-0.11423076923076923,
2018-03-09,,-0.10262500000000001,-0.08933333333333333,-0.0916923076923077,0.138875,
2018-03-10,0.14728571428571427,0.12342857142857143,0.156,-0.11522727272727273,-0.006399999999999994,
2018-03-11,0.31,-0.12999999999999998,,-0.1676111111111111,-0.11166666666666665,
