Date,AAPL,META,TSLA,World,Politics,Coronavirus
2018-01-24,,,0.0,,,
2018-01-25,,,0.07500000000000001,,,
2018-01-26,,,-0.216,,,
2018-01-28,,,-0.138,,,
2018-01-29,,,-0.19,,,
2018-01-31,0.00020000000000000017,0.0021250000000000054,0.0,-0.07890909090909091,-0.002125000000000002,
2018-02-01,-0.06642857142857142,-0.034272727272727274,0.199,0.017405405405405406,0.020624999999999998,
2018-02-02,-0.07518749999999999,-0.048625,-0.173,-0.021299999999999996,,
2018-02-03,,0.199,,0.019000000000000003,,
2018-02-04,0.0,0.0,-0.216,-0.015249999999999996,0.0,
2018-02-05,-0.013083333333333327,-0.06685714285714285,-0.12033333333333333,-0.04475,-0.0028333333333333357,
2018-02-06,0.01718750000000001,-0.0005000000000000004,0.05625000000000001,-0.008437499999999997,-0.046125,
2018-02-07,-0.012222222222222218,-0.19733333333333333,-0.1582,0.025275000000000002,0.025,
2018-02-08,-0.048666666666666664,-0.02855555555555555,0.0,-0.046071428571428576,-0.0034999999999999983,
2018-02-09,-0.216,-0.0741,0.11250000000000002,-0.03496875,-0.003400000000000003,
2018-02-10,,0.0,,0.0010000000000000054,0.0,
2018-02-11,,0.398,,0.05993333333333333,-0.1175,
2018-02-12,0.04071428571428572,-0.13116666666666668,-0.216,0.009575757575757581,0.04875,
2018-02-13,-0.020999999999999994,0.004625000000000004,,-0.01755,-0.212,
2018-02-14,-0.048999999999999995,-0.02155555555555555,-0.138,-0.030974999999999996,-0.05519999999999999,
2018-02-15,-0.02728571428571428,0.003400000000000003,-0.444,-0.03467857142857143,-0.0028333333333333357,
2018-02-16,0.0013333333333333346,0.005285714285714295,0.211,-0.021999999999999995,-0.002125000000000002,
2018-02-17,0.0,-0.396,0.0,-0.03931249999999999,,
2018-02-18,0.0,0.0,,-0.055266666666666665,,
2018-02-19,,-0.03879999999999999,,-0.0022799999999999986,0.1146,
2018-02-20,-0.04849999999999999,-0.05,,-0.017949999999999997,-0.151,
2018-02-21,0.06060000000000001,-0.04849999999999999,-0.03225,0.03192105263157895,-0.0024285714285714305,
2018-02-22,-0.024249999999999997,0.0796,,-0.004542857142857141,-0.009999999999999998,
2018-02-23,-0.19733333333333333,-0.192,-0.119,-0.04588235294117647,-0.13833333333333334,
2018-02-24,0.106,0.0,0.0,-0.033,,
2018-02-25,0.0,0.199,0.0,0.0024117647058823533,,
2018-02-26,-0.023363636363636354,0.00544444444444445,0.398,0.009870967741935485,-0.026375000000000003,
2018-02-27,-0.045555555555555544,-0.033666666666666664,-0.17566666666666667,-0.051263157894736844,0.007000000000000006,
