Date,Title,Text,Processed Title,Processed Text,Sentence Title,Sentence Text,Label Title,Score Title,Label Text,Score Text
2022-04-24,Top 5 Things to Watch in Markets in the Week Ahead,"By Gina Lee
Investing.com -- Oil was mixed on Tuesday morning in Asia, with a sudden fall in Libyan supplies adding to concerns about a tight market. Investors also continue to...",top 5 things to watch in markets in the week ahead,by gina lee investingcom  oil was mixed on tuesday morning in asia with a sudden fall in libyan supplies adding to concerns about a tight market investors also continue to,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by gina lee investingcom oil was mixed on tuesday morning in asia with a sudden fall in libyan supplies adding to concerns about a tight market investors also continue to"" → NEGATIVE (0.9873)",POSITIVE,0.999607264995575,NEGATIVE,-0.9873067140579224
2022-03-23,Top 5 Things to Watch in Markets in the Week Ahead,"By Yasin Ebrahim
Investing.com -- U.S. crude stockpiles dropped sharply last week, snapping two-weeks of gains at a time when fears of a supply shortage are receding amid fading...",top 5 things to watch in markets in the week ahead,by yasin ebrahim investingcom  us crude stockpiles dropped sharply last week snapping twoweeks of gains at a time when fears of a supply shortage are receding amid fading,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by yasin ebrahim investingcom us crude stockpiles dropped sharply last week snapping twoweeks of gains at a time when fears of a supply shortage are receding amid fading"" → NEGATIVE (0.9575)",POSITIVE,0.999607264995575,NEGATIVE,-0.9575265645980835
2021-12-13,Top 5 Things to Watch in Markets in the Week Ahead,"By Alistair Smout
LONDON (Reuters) -Booster COVID-19 shots significantly restore protection against mild disease caused by the Omicron variant, in part reversing an otherwise steep...",top 5 things to watch in markets in the week ahead,by alistair smout london reuters booster covid19 shots significantly restore protection against mild disease caused by the omicron variant in part reversing an otherwise steep,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by alistair smout london reuters booster covid19 shots significantly restore protection against mild disease caused by the omicron variant in part reversing an otherwise steep"" → POSITIVE (0.9997)",POSITIVE,0.999607264995575,POSITIVE,0.9997336268424988
2021-12-03,Top 5 Things to Watch in Markets in the Week Ahead,"By Trevor Hunnicutt
WASHINGTON (Reuters) - The United States on Wednesday identified its first known case of Omicron, discovered in a fully vaccinated patient who traveled to South...",top 5 things to watch in markets in the week ahead,by trevor hunnicutt washington reuters  the united states on wednesday identified its first known case of omicron discovered in a fully vaccinated patient who traveled to south,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by trevor hunnicutt washington reuters the united states on wednesday identified its first known case of omicron discovered in a fully vaccinated patient who traveled to south"" → NEGATIVE (0.9976)",POSITIVE,0.999607264995575,NEGATIVE,-0.9976429343223572
2021-11-11,Top 5 Things to Watch in Markets in the Week Ahead,"By David Shepardson
WASHINGTON (Reuters) - The U.S. Postal Service raised concerns on Wednesday that the Biden administration's new rules requiring large employers to require...",top 5 things to watch in markets in the week ahead,by david shepardson washington reuters  the us postal service raised concerns on wednesday that the biden administrations new rules requiring large employers to require,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by david shepardson washington reuters the us postal service raised concerns on wednesday that the biden administrations new rules requiring large employers to require"" → NEGATIVE (0.9893)",POSITIVE,0.999607264995575,NEGATIVE,-0.9893167018890381
2021-11-08,Top 5 Things to Watch in Markets in the Week Ahead,"By Krisztina Than and Nikolaj Skydsgaard
BUDAPEST (Reuters) - Coronavirus infections are hitting record levels in many countries across Europe as winter takes hold, prompting a...",top 5 things to watch in markets in the week ahead,by krisztina than and nikolaj skydsgaard budapest reuters  coronavirus infections are hitting record levels in many countries across europe as winter takes hold prompting a,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by krisztina than and nikolaj skydsgaard budapest reuters coronavirus infections are hitting record levels in many countries across europe as winter takes hold prompting a"" → POSITIVE (0.9444)",POSITIVE,0.999607264995575,POSITIVE,0.9443695545196533
2021-10-20,Top 5 Things to Watch in Markets in the Week Ahead,"By Krishna N. Das
NEW DELHI (Reuters) - India's vaccination campaign has slowed despite amassing record stockpiles of vaccine, health ministry data showed on Monday, as authorities...",top 5 things to watch in markets in the week ahead,by krishna n das new delhi reuters  indias vaccination campaign has slowed despite amassing record stockpiles of vaccine health ministry data showed on monday as authorities,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by krishna n das new delhi reuters indias vaccination campaign has slowed despite amassing record stockpiles of vaccine health ministry data showed on monday as authorities"" → NEGATIVE (0.9998)",POSITIVE,0.999607264995575,NEGATIVE,-0.9997524619102478
2021-08-18,Top 5 Things to Watch in Markets in the Week Ahead,"By Peter Nurse   
Investing.com -- Crude oil prices weakened Tuesday, continuing the sharp losses of the previous session on concerns slowing global growth will hit demand in the...",top 5 things to watch in markets in the week ahead,by peter nurse    investingcom  crude oil prices weakened tuesday continuing the sharp losses of the previous session on concerns slowing global growth will hit demand in the,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by peter nurse investingcom crude oil prices weakened tuesday continuing the sharp losses of the previous session on concerns slowing global growth will hit demand in the"" → NEGATIVE (0.9615)",POSITIVE,0.999607264995575,NEGATIVE,-0.9614555239677429
2021-07-30,Top 5 Things to Watch in Markets in the Week Ahead,"By Michael Erman and Carl O'Donnell
(Reuters) -Top U.S. infectious disease expert Dr. Anthony Fauci said on Friday he hopes regulators as soon as next month could start granting...",top 5 things to watch in markets in the week ahead,by michael erman and carl odonnell reuters top us infectious disease expert dr anthony fauci said on friday he hopes regulators as soon as next month could start granting,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by michael erman and carl odonnell reuters top us infectious disease expert dr anthony fauci said on friday he hopes regulators as soon as next month could start granting"" → NEGATIVE (0.8427)",POSITIVE,0.999607264995575,NEGATIVE,-0.8426949977874756
2021-07-28,Top 5 Things to Watch in Markets in the Week Ahead,"By Danielle Kaye
(Reuters) - All Washington Post employees will be required to present proof of full COVID-19 vaccination by mid-September as a condition of employment, with...",top 5 things to watch in markets in the week ahead,by danielle kaye reuters  all washington post employees will be required to present proof of full covid19 vaccination by midseptember as a condition of employment with,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by danielle kaye reuters all washington post employees will be required to present proof of full covid19 vaccination by midseptember as a condition of employment with"" → NEGATIVE (0.9234)",POSITIVE,0.999607264995575,NEGATIVE,-0.9233800768852234
2021-07-12,Top 5 Things to Watch in Markets in the Week Ahead,"By Barani Krishnan
Investing.com - Crude prices posted their first weekly loss since mid-May as worries about trouble within OPEC tempered the bull market for oil.
The loss was a...",top 5 things to watch in markets in the week ahead,by barani krishnan investingcom  crude prices posted their first weekly loss since midmay as worries about trouble within opec tempered the bull market for oil the loss was a,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by barani krishnan investingcom crude prices posted their first weekly loss since midmay as worries about trouble within opec tempered the bull market for oil the loss was a"" → NEGATIVE (0.9985)",POSITIVE,0.999607264995575,NEGATIVE,-0.9984902143478394
2021-07-08,Top 5 Things to Watch in Markets in the Week Ahead,"By Bernadette Christina
JAKARTA (Reuters) - Indonesia has ordered oxygen makers to prioritise medical needs amid growing demand from COVID-19 patients, the government said on...",top 5 things to watch in markets in the week ahead,by bernadette christina jakarta reuters  indonesia has ordered oxygen makers to prioritise medical needs amid growing demand from covid19 patients the government said on,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by bernadette christina jakarta reuters indonesia has ordered oxygen makers to prioritise medical needs amid growing demand from covid19 patients the government said on"" → NEGATIVE (0.6084)",POSITIVE,0.999607264995575,NEGATIVE,-0.6084086298942566
2021-04-01,Top 5 Things to Watch in Markets in the Week Ahead,"By Carl O'Donnell
(Reuters) - Abbott Laboratories (NYSE:ABT) said on Wednesday that U.S. regulators have cleared its rapid COVID-19 antigen test for over-the-counter, at-home use...",top 5 things to watch in markets in the week ahead,by carl odonnell reuters  abbott laboratories nyseabt said on wednesday that us regulators have cleared its rapid covid19 antigen test for overthecounter athome use,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by carl odonnell reuters abbott laboratories nyseabt said on wednesday that us regulators have cleared its rapid covid19 antigen test for overthecounter athome use"" → NEGATIVE (0.9888)",POSITIVE,0.999607264995575,NEGATIVE,-0.9887985587120056
2021-02-03,Top 5 Things to Watch in Markets in the Week Ahead,"By Lynx Insight Service
(Reuters) - More than 103.44 million people have been reported to be infected by the novel coronavirus globally and 2,236,895​ have died, according to a...",top 5 things to watch in markets in the week ahead,by lynx insight service reuters  more than 10344 million people have been reported to be infected by the novel coronavirus globally and 2236895 have died according to a,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by lynx insight service reuters more than 10344 million people have been reported to be infected by the novel coronavirus globally and 2236895 have died according to a"" → NEGATIVE (0.9998)",POSITIVE,0.999607264995575,NEGATIVE,-0.9998216032981873
2021-01-21,Top 5 Things to Watch in Markets in the Week Ahead,"By Nandita Bose and Jeff Mason
WASHINGTON (Reuters) - President Joe Biden will sign 10 executive orders on Thursday to fight the coronavirus pandemic, including directing that...",top 5 things to watch in markets in the week ahead,by nandita bose and jeff mason washington reuters  president joe biden will sign 10 executive orders on thursday to fight the coronavirus pandemic including directing that,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by nandita bose and jeff mason washington reuters president joe biden will sign 10 executive orders on thursday to fight the coronavirus pandemic including directing that"" → NEGATIVE (0.9008)",POSITIVE,0.999607264995575,NEGATIVE,-0.9008180499076843
2021-01-21,Dow Futures Move Higher As Investors Brace for Earnings,"By Kate Kelland
LONDON (Reuters) - Larger trials are needed to assess whether Roche's arthritis drug tocilizumab can cut death rates among the sickest COVID-19 patients, scientists...",dow futures move higher as investors brace for earnings,by kate kelland london reuters  larger trials are needed to assess whether roches arthritis drug tocilizumab can cut death rates among the sickest covid19 patients scientists,"Sentence: ""dow futures move higher as investors brace for earnings"" → NEGATIVE (0.9324)","Sentence: ""by kate kelland london reuters larger trials are needed to assess whether roches arthritis drug tocilizumab can cut death rates among the sickest covid19 patients scientists"" → POSITIVE (0.876)",NEGATIVE,-0.9323559403419495,POSITIVE,0.876018226146698
2021-01-19,Top 5 Things to Watch in Markets in the Week Ahead,"By Francesco Guarascio
BRUSSELS (Reuters) - The European Union wants to set up a mechanism that would allow the sharing of surplus COVID-19 vaccines with poorer neighbouring states...",top 5 things to watch in markets in the week ahead,by francesco guarascio brussels reuters  the european union wants to set up a mechanism that would allow the sharing of surplus covid19 vaccines with poorer neighbouring states,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by francesco guarascio brussels reuters the european union wants to set up a mechanism that would allow the sharing of surplus covid19 vaccines with poorer neighbouring states"" → NEGATIVE (0.9623)",POSITIVE,0.999607264995575,NEGATIVE,-0.9622604250907898
2021-01-19,Dow Futures Move Higher As Investors Brace for Earnings,"By Tom Wilson
LONDON (Reuters) - Two British hospitals are using blockchain technology to keep tabs on the storage and supply of temperature-sensitive COVID-19 vaccines, the...",dow futures move higher as investors brace for earnings,by tom wilson london reuters  two british hospitals are using blockchain technology to keep tabs on the storage and supply of temperaturesensitive covid19 vaccines the,"Sentence: ""dow futures move higher as investors brace for earnings"" → NEGATIVE (0.9324)","Sentence: ""by tom wilson london reuters two british hospitals are using blockchain technology to keep tabs on the storage and supply of temperaturesensitive covid19 vaccines the"" → NEGATIVE (0.7705)",NEGATIVE,-0.9323559403419495,NEGATIVE,-0.7705162167549133
2021-01-19,Oil Rises as OPEC+ Members Voice Support For Supply Cut,"By Kanishka Singh
(Reuters) - New York Governor Andrew Cuomo asked Pfizer Inc (NYSE:PFE) Chief Executive Albert Bourla on Monday if the state could buy COVID-19 vaccine doses...",oil rises as opec members voice support for supply cut,by kanishka singh reuters  new york governor andrew cuomo asked pfizer inc nysepfe chief executive albert bourla on monday if the state could buy covid19 vaccine doses,"Sentence: ""oil rises as opec members voice support for supply cut"" → POSITIVE (0.8193)","Sentence: ""by kanishka singh reuters new york governor andrew cuomo asked pfizer inc nysepfe chief executive albert bourla on monday if the state could buy covid19 vaccine doses"" → NEGATIVE (0.9985)",POSITIVE,0.819317638874054,NEGATIVE,-0.9985431432723999
2021-01-17,Top 5 Things to Watch in Markets in the Week Ahead,"By Peter Szekely
NEW YORK (Reuters) - Scattered shortages of COVID-19 vaccines persisted on Saturday under pressure from growing demand, as previously inoculated Americans returned...",top 5 things to watch in markets in the week ahead,by peter szekely new york reuters  scattered shortages of covid19 vaccines persisted on saturday under pressure from growing demand as previously inoculated americans returned,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by peter szekely new york reuters scattered shortages of covid19 vaccines persisted on saturday under pressure from growing demand as previously inoculated americans returned"" → NEGATIVE (0.999)",POSITIVE,0.999607264995575,NEGATIVE,-0.999032735824585
2021-01-13,Top 5 Things to Watch in Markets in the Week Ahead,"By Kate Kelland and Josephine Mason
LONDON (Reuters) - The role and remit of the World Health Organization (WHO) should be examined in the wake of the COVID-19 pandemic, and...",top 5 things to watch in markets in the week ahead,by kate kelland and josephine mason london reuters  the role and remit of the world health organization who should be examined in the wake of the covid19 pandemic and,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by kate kelland and josephine mason london reuters the role and remit of the world health organization who should be examined in the wake of the covid19 pandemic and"" → POSITIVE (0.9884)",POSITIVE,0.999607264995575,POSITIVE,0.9884321093559265
2021-01-13,Dow Futures Move Higher As Investors Brace for Earnings,"By David Shepardson
WASHINGTON (Reuters) - Nearly all air travelers will need to present a negative coronavirus test to enter the United States under expanded test testing...",dow futures move higher as investors brace for earnings,by david shepardson washington reuters  nearly all air travelers will need to present a negative coronavirus test to enter the united states under expanded test testing,"Sentence: ""dow futures move higher as investors brace for earnings"" → NEGATIVE (0.9324)","Sentence: ""by david shepardson washington reuters nearly all air travelers will need to present a negative coronavirus test to enter the united states under expanded test testing"" → NEGATIVE (0.8156)",NEGATIVE,-0.9323559403419495,NEGATIVE,-0.8156229853630066
2021-01-12,Top 5 Things to Watch in Markets in the Week Ahead,"By Maria Caspani and Jonathan Allen
NEW YORK (Reuters) - New York officials said on Monday that they feared efforts to accelerate the vaccination of people against the novel...",top 5 things to watch in markets in the week ahead,by maria caspani and jonathan allen new york reuters  new york officials said on monday that they feared efforts to accelerate the vaccination of people against the novel,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by maria caspani and jonathan allen new york reuters new york officials said on monday that they feared efforts to accelerate the vaccination of people against the novel"" → NEGATIVE (0.9997)",POSITIVE,0.999607264995575,NEGATIVE,-0.9996768236160278
2021-01-09,Top 5 Things to Watch in Markets in the Week Ahead,"By Lucy Nicholson
MISSION VIEJO, Calif. (Reuters) - Southern California is so overwhelmed with coronavirus cases that patients are backed up trying to get into hospitals, and...",top 5 things to watch in markets in the week ahead,by lucy nicholson mission viejo calif reuters  southern california is so overwhelmed with coronavirus cases that patients are backed up trying to get into hospitals and,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by lucy nicholson mission viejo calif reuters southern california is so overwhelmed with coronavirus cases that patients are backed up trying to get into hospitals and"" → NEGATIVE (0.6304)",POSITIVE,0.999607264995575,NEGATIVE,-0.6304330229759216
2021-01-07,Top 5 Things to Watch in Markets in the Week Ahead,"By Roshan Abraham
(Reuters) - Coronavirus cases in Europe surpassed 25 million on Thursday, according to a Reuters tally, with several countries reinstating or extending lockdowns...",top 5 things to watch in markets in the week ahead,by roshan abraham reuters  coronavirus cases in europe surpassed 25 million on thursday according to a reuters tally with several countries reinstating or extending lockdowns,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by roshan abraham reuters coronavirus cases in europe surpassed 25 million on thursday according to a reuters tally with several countries reinstating or extending lockdowns"" → NEGATIVE (0.8496)",POSITIVE,0.999607264995575,NEGATIVE,-0.849575400352478
2021-01-06,Top 5 Things to Watch in Markets in the Week Ahead,"By Dan Whitcomb and Steve Gorman
LOS ANGELES (Reuters) -Los Angeles health officials have told first responders to stop bringing adult patients who cannot be resuscitated to...",top 5 things to watch in markets in the week ahead,by dan whitcomb and steve gorman los angeles reuters los angeles health officials have told first responders to stop bringing adult patients who cannot be resuscitated to,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by dan whitcomb and steve gorman los angeles reuters los angeles health officials have told first responders to stop bringing adult patients who cannot be resuscitated to"" → NEGATIVE (0.9925)",POSITIVE,0.999607264995575,NEGATIVE,-0.9925345182418823
2021-01-05,Top 5 Things to Watch in Markets in the Week Ahead,"By Dominique Vidalon and Sudip Kar-Gupta
PARIS (Reuters) -France is stepping up its COVID-19 vaccine rollout by widening further its first target group to include more health...",top 5 things to watch in markets in the week ahead,by dominique vidalon and sudip kargupta paris reuters france is stepping up its covid19 vaccine rollout by widening further its first target group to include more health,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by dominique vidalon and sudip kargupta paris reuters france is stepping up its covid19 vaccine rollout by widening further its first target group to include more health"" → POSITIVE (0.9838)",POSITIVE,0.999607264995575,POSITIVE,0.9837649464607239
2021-01-05,Dow Futures Move Higher As Investors Brace for Earnings,"By Alexander Winning
JOHANNESBURG (Reuters) - A variant of the coronavirus first detected in South Africa is unlikely to completely negate the immunising effects of vaccines, a...",dow futures move higher as investors brace for earnings,by alexander winning johannesburg reuters  a variant of the coronavirus first detected in south africa is unlikely to completely negate the immunising effects of vaccines a,"Sentence: ""dow futures move higher as investors brace for earnings"" → NEGATIVE (0.9324)","Sentence: ""by alexander winning johannesburg reuters a variant of the coronavirus first detected in south africa is unlikely to completely negate the immunising effects of vaccines a"" → NEGATIVE (0.9881)",NEGATIVE,-0.9323559403419495,NEGATIVE,-0.9880741238594055
2021-01-05,Oil Rises as OPEC+ Members Voice Support For Supply Cut,"By Devjyot Ghoshal and Neha Arora
NEW DELHI (Reuters) - India is set to roll out a COVID-19 vaccination programme by next week, aiming to cover 300 million people by July, its top...",oil rises as opec members voice support for supply cut,by devjyot ghoshal and neha arora new delhi reuters  india is set to roll out a covid19 vaccination programme by next week aiming to cover 300 million people by july its top,"Sentence: ""oil rises as opec members voice support for supply cut"" → POSITIVE (0.8193)","Sentence: ""by devjyot ghoshal and neha arora new delhi reuters india is set to roll out a covid19 vaccination programme by next week aiming to cover 300 million people by july its top"" → POSITIVE (0.5669)",POSITIVE,0.819317638874054,POSITIVE,0.566943883895874
2021-01-04,Top 5 Things to Watch in Markets in the Week Ahead,"By Jonathan Landay
WASHINGTON (Reuters) - Two top U.S. health officials on Sunday disputed a claim by President Donald Trump that federal data on COVID-19 cases and deaths in the...",top 5 things to watch in markets in the week ahead,by jonathan landay washington reuters  two top us health officials on sunday disputed a claim by president donald trump that federal data on covid19 cases and deaths in the,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by jonathan landay washington reuters two top us health officials on sunday disputed a claim by president donald trump that federal data on covid19 cases and deaths in the"" → NEGATIVE (0.9743)",POSITIVE,0.999607264995575,NEGATIVE,-0.9742860794067383
2021-01-04,Dow Futures Move Higher As Investors Brace for Earnings,"By Richard Cowan and Trevor Hunnicutt
WASHINGTON/REHOBOTH BEACH, Del. (Reuters) - In Washington's months-long political slugfest over who should get aid to counter the financial...",dow futures move higher as investors brace for earnings,by richard cowan and trevor hunnicutt washingtonrehoboth beach del reuters  in washingtons monthslong political slugfest over who should get aid to counter the financial,"Sentence: ""dow futures move higher as investors brace for earnings"" → NEGATIVE (0.9324)","Sentence: ""by richard cowan and trevor hunnicutt washingtonrehoboth beach del reuters in washingtons monthslong political slugfest over who should get aid to counter the financial"" → NEGATIVE (0.8135)",NEGATIVE,-0.9323559403419495,NEGATIVE,-0.8134989738464355
2020-12-30,Top 5 Things to Watch in Markets in the Week Ahead,"By Jan Lopatka and Emilio Parodi
PRAGUE/ROME (Reuters) -
The European Union was asked on Tuesday to allow an extra dose of the COVID-19 vaccine developed by Pfizer (NYSE:PFE) and...",top 5 things to watch in markets in the week ahead,by jan lopatka and emilio parodi praguerome reuters  the european union was asked on tuesday to allow an extra dose of the covid19 vaccine developed by pfizer nysepfe and,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by jan lopatka and emilio parodi praguerome reuters the european union was asked on tuesday to allow an extra dose of the covid19 vaccine developed by pfizer nysepfe and"" → NEGATIVE (0.9998)",POSITIVE,0.999607264995575,NEGATIVE,-0.999783456325531
2020-12-12,Top 5 Things to Watch in Markets in the Week Ahead,"By Kate Kelland
LONDON (Reuters) - Five key genes are linked with the most severe form of COVID-19, scientists said on Friday, in research that also pointed to several existing...",top 5 things to watch in markets in the week ahead,by kate kelland london reuters  five key genes are linked with the most severe form of covid19 scientists said on friday in research that also pointed to several existing,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by kate kelland london reuters five key genes are linked with the most severe form of covid19 scientists said on friday in research that also pointed to several existing"" → NEGATIVE (0.9643)",POSITIVE,0.999607264995575,NEGATIVE,-0.9643464684486389
2020-12-03,Top 5 Things to Watch in Markets in the Week Ahead,"By Andrea Shalal and Michelle Nichols
WASHINGTON/NEW YORK (Reuters) - The United States on Wednesday claimed a United Nations meeting of world leaders on the COVID-19 pandemic was...",top 5 things to watch in markets in the week ahead,by andrea shalal and michelle nichols washingtonnew york reuters  the united states on wednesday claimed a united nations meeting of world leaders on the covid19 pandemic was,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by andrea shalal and michelle nichols washingtonnew york reuters the united states on wednesday claimed a united nations meeting of world leaders on the covid19 pandemic was"" → NEGATIVE (0.9993)",POSITIVE,0.999607264995575,NEGATIVE,-0.9992747902870178
2020-11-13,Top 5 Things to Watch in Markets in the Week Ahead,"By Yasin Ebrahim
Investing.com - President Donald Trump on Friday said he expected Pfiizer's vaccine to be approved ""very soon,"" and talked up the prospect of a widespread roll out...",top 5 things to watch in markets in the week ahead,by yasin ebrahim investingcom  president donald trump on friday said he expected pfiizers vaccine to be approved very soon and talked up the prospect of a widespread roll out,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by yasin ebrahim investingcom president donald trump on friday said he expected pfiizers vaccine to be approved very soon and talked up the prospect of a widespread roll out"" → NEGATIVE (0.9946)",POSITIVE,0.999607264995575,NEGATIVE,-0.9945505261421204
2020-11-07,Top 5 Things to Watch in Markets in the Week Ahead,"By Anurag Maan
(Reuters) - U.S. coronavirus infections surged by at least 129,606 on Friday, according to a Reuters tally, the third consecutive daily rise of more than 100,000...",top 5 things to watch in markets in the week ahead,by anurag maan reuters  us coronavirus infections surged by at least 129606 on friday according to a reuters tally the third consecutive daily rise of more than 100000,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by anurag maan reuters us coronavirus infections surged by at least 129606 on friday according to a reuters tally the third consecutive daily rise of more than 100000"" → POSITIVE (0.5021)",POSITIVE,0.999607264995575,POSITIVE,0.5020728707313538
2020-10-28,Top 5 Things to Watch in Markets in the Week Ahead,"By David Shepardson
WASHINGTON (Reuters) - Transmission risks of COVID-19 during airline flights are very low and below other routine activities during the pandemic such as grocery...",top 5 things to watch in markets in the week ahead,by david shepardson washington reuters  transmission risks of covid19 during airline flights are very low and below other routine activities during the pandemic such as grocery,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by david shepardson washington reuters transmission risks of covid19 during airline flights are very low and below other routine activities during the pandemic such as grocery"" → NEGATIVE (0.7428)",POSITIVE,0.999607264995575,NEGATIVE,-0.7427647709846497
2020-10-23,Top 5 Things to Watch in Markets in the Week Ahead,"By Nancy Lapid
(Reuters) - The following is a roundup of some of the latest scientific studies on the novel coronavirus and efforts to find treatments and vaccines for COVID-19,...",top 5 things to watch in markets in the week ahead,by nancy lapid reuters  the following is a roundup of some of the latest scientific studies on the novel coronavirus and efforts to find treatments and vaccines for covid19,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by nancy lapid reuters the following is a roundup of some of the latest scientific studies on the novel coronavirus and efforts to find treatments and vaccines for covid19"" → POSITIVE (0.8981)",POSITIVE,0.999607264995575,POSITIVE,0.8980501890182495
2020-10-20,Top 5 Things to Watch in Markets in the Week Ahead,"By Rich McKay
(Reuters) - A Wisconsin judge on Monday reinstated limits on public gatherings including at bars and restaurants due to a surge in COVID-19, the governor's office...",top 5 things to watch in markets in the week ahead,by rich mckay reuters  a wisconsin judge on monday reinstated limits on public gatherings including at bars and restaurants due to a surge in covid19 the governors office,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by rich mckay reuters a wisconsin judge on monday reinstated limits on public gatherings including at bars and restaurants due to a surge in covid19 the governors office"" → NEGATIVE (0.8836)",POSITIVE,0.999607264995575,NEGATIVE,-0.8835508227348328
2020-10-16,Top 5 Things to Watch in Markets in the Week Ahead,"By Carl O'Donnell
NEW YORK (Reuters) - Drugmakers and research centers around the world are working on COVID-19 vaccines, with large global trials of several of the candidates...",top 5 things to watch in markets in the week ahead,by carl odonnell new york reuters  drugmakers and research centers around the world are working on covid19 vaccines with large global trials of several of the candidates,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by carl odonnell new york reuters drugmakers and research centers around the world are working on covid19 vaccines with large global trials of several of the candidates"" → POSITIVE (0.997)",POSITIVE,0.999607264995575,POSITIVE,0.9969651103019714
2020-09-30,Top 5 Things to Watch in Markets in the Week Ahead,"By Hyonhee Shin
SEOUL (Reuters) - South Koreans will forego some of their most cherished traditions when they celebrate their thanksgiving holiday of Chuseok this week, as the...",top 5 things to watch in markets in the week ahead,by hyonhee shin seoul reuters  south koreans will forego some of their most cherished traditions when they celebrate their thanksgiving holiday of chuseok this week as the,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by hyonhee shin seoul reuters south koreans will forego some of their most cherished traditions when they celebrate their thanksgiving holiday of chuseok this week as the"" → POSITIVE (0.9893)",POSITIVE,0.999607264995575,POSITIVE,0.9892922639846802
2020-09-25,Top 5 Things to Watch in Markets in the Week Ahead,"By Barbara Goldberg
NEW YORK (Reuters) - New York is committed to making outdoor dining a permanent option for the thousands of restaurants that have embraced the concept since the...",top 5 things to watch in markets in the week ahead,by barbara goldberg new york reuters  new york is committed to making outdoor dining a permanent option for the thousands of restaurants that have embraced the concept since the,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by barbara goldberg new york reuters new york is committed to making outdoor dining a permanent option for the thousands of restaurants that have embraced the concept since the"" → POSITIVE (0.9943)",POSITIVE,0.999607264995575,POSITIVE,0.9943477511405945
