Date,AAPL,MSFT,GOOG,GOOGL,V,NVDA,MA,META,ORCL,DIS,AVGO,TMUS,ACN,CSCO,CRM,VZ,TXN,ADBE,CMCSA,QCOM
2021-11-09 00:00:00-05:00,0.0024594114979630266,-0.003086082948467128,-0.0006896269884244521,-0.0007548969498599734,-0.03220100049183383,-0.004772168632422802,-0.014356550635461707,-0.00959777935994377,-0.005781026833261649,-0.009950780547428817,-0.002057449062387029,-0.0082740360330128,0.001471622331261857,0.007719154770119641,-0.0008065557068394069,-0.0017198158025607535,-0.008161845373312104,0.002852712115535949,0.004860681284532209,0.005366317093260298
2021-11-10 00:00:00-05:00,-0.01916317108523291,-0.01532978900758264,-0.017571348972257872,-0.020313185388261323,0.011947520695199776,-0.03907761186892533,0.03856094570333912,-0.0230491116715702,-0.008034611644709533,-0.0037690803484033975,-0.01618850054427967,-0.0025863303605471177,-0.0074291229329933595,0.005745276245474162,-0.03241735269880697,0.006891268697709396,-0.01975996783496292,-0.030572498851113128,0.00781393937897179,-0.04162176799499595
2021-11-11 00:00:00-05:00,-0.00033792802703669356,0.004927520727467272,0.0008320080522146167,-0.0008704905077523417,-0.023844917304519653,0.03160337790279777,-0.010057665699482854,0.00030513851015667726,0.0022381167260263624,-0.07073658099032121,0.012081471216219164,-0.009033892124512222,0.004030212002551492,-0.017483207821196722,0.01104547472312234,-0.0028517228059037336,0.00844841776213956,-0.006687285080839822,-0.009414783211249,0.028911176429952334
2021-11-12 00:00:00-05:00,0.014336852833815472,0.01290495597631458,0.019744674090181658,0.019973719121197497,0.007936564059066287,0.0,0.025851009483444987,0.04012334413221463,-0.005316945463981648,-0.015298227858872138,0.014079852700989326,-0.0019414480844404114,0.013708113967159319,0.0010571542607871187,0.012112953914711788,-0.002097136753982376,0.007847200020032918,0.022435737144463452,-0.002981762727404025,0.003162762355090054
2021-11-15 00:00:00-05:00,6.661193096424434e-05,-0.001930268513044342,-0.001720680396285701,-0.0015200495989177165,0.000990162600755795,-0.012010689210891767,-0.005887202666286728,0.019566378079554747,0.005131531911885201,-0.007517460191222791,0.004527572746101827,-0.003974976566260113,-0.007488617790927354,0.007919626177413708,-0.003782826300987807,0.0011463246695573304,-0.004471735442446945,0.003239058640345238,-0.0022429552760060423,0.021644117352896286
2021-11-16 00:00:00-05:00,0.006666786034935646,0.01023598830863448,-0.0020884974625884345,-0.003879966491759146,0.0135656100109669,0.005928462346212804,0.022692012077398127,-0.013235142524536725,0.016911283826076318,0.0025248322525144307,0.00530255503513799,0.005009798625309703,0.007355125907185567,-0.004714384151238371,0.0052375074623167706,-0.0064885299532543295,-0.0037521258688482106,0.01712829363931001,-0.004870771140510488,0.0789271034439234
2021-11-17 00:00:00-05:00,0.016490063761620544,0.0006785304658003533,-9.396259613125846e-05,0.0011563065138875395,-0.047030300455264684,-0.03118892198517298,-0.028114400254368954,-0.006385591602433571,-0.002928544615452555,-0.009444059577582431,0.001529655438949229,-0.00988508079513295,0.0043646350959534175,-0.004210604931835227,0.003028404333816237,-0.006338927300072461,0.0055697363095521535,-0.0005365577857908699,0.011483492157519759,0.009515282938690417
2021-11-18 00:00:00-05:00,0.0285359266806966,0.006339948942732043,0.011049115220125971,0.012100913505183497,-0.008436585086878279,0.08249889228871155,-0.030486989314939317,-0.0061037844860868384,-0.0070281770299438495,-0.01112311688573675,0.009075832274151319,-0.001791953921817302,-0.005365014855381212,-0.055144413053065056,-0.016330105053908084,-0.009472252337865306,0.02057286390236346,0.00043246167249266776,-0.017681063812482578,0.015146808486306007
2021-11-19 00:00:00-05:00,0.016976188228669864,0.005391558310754885,-0.005019608954865751,-0.006086570257528234,-0.012147760916240147,0.04135753799241737,-0.02440997710774029,0.01951632851254903,-0.007289226422164563,-0.01015555863516715,-0.010594746884369344,-0.011625923844452934,-0.00266998737464641,-0.007085651621492772,-0.006006722549589227,-0.007416096112668469,0.008735183398301816,0.025947854677459192,-0.016483460637195635,-0.007084593541702655
2021-11-22 00:00:00-05:00,0.0029273234572451123,-0.009559583768985025,-0.01916602211780316,-0.017622763496938032,-0.026286903058553412,-0.031196122026676654,-0.05422115021619933,-0.012423915954251075,0.0068106505342091506,0.0010389848188920858,-0.02714860189012025,-0.01530880669792467,-0.017550657526445135,0.025352098731353356,-0.014377318115313398,0.013370074992729908,-0.013629752094819314,-0.021500047791085386,-0.007705673331409257,-0.01945956530910853
2021-11-23 00:00:00-05:00,0.002422101629714568,-0.006326612774202434,-0.0021859256886936906,-0.003554320962932178,0.014878817882974182,-0.00657147111609202,0.0239652485981936,-0.011026097938325208,-0.017651404994639575,-0.02030361188673102,0.0033254264204232165,0.014141419691960033,-0.007156607170469065,0.012820495267616305,-0.018258937397326758,0.0040744907433032385,0.0007272120855117414,-0.012485761076412305,0.010289348784688901,-0.0025357783888254604
2021-11-24 00:00:00-05:00,0.0032835963661939083,0.000681143823136221,-0.0002691865046584585,0.002318512860989941,0.023980950639506116,0.02923198396182025,0.033434609618547606,0.011297249988417413,0.0068860456898911515,0.0020525561881699073,0.0065030833975647795,-0.008487751042004388,0.004629881353394261,0.004340045376209245,-0.007720814962346223,-0.0017391687008412315,0.004983345815317897,0.004750788242335879,-0.003074584463449992,-0.0012711554186640717
