Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns
2012-05-21 00:00:00-04:00,36.529998779296875,36.65999984741211,33.0,34.029998779296875,168192700,0,0,-0.10986138669186515
2012-05-22 00:00:00-04:00,32.61000061035156,33.59000015258789,30.940000534057617,31.0,101786600,0,0,-0.08903905048448787
2012-05-23 00:00:00-04:00,31.3700008392334,32.5,31.360000610351562,32.0,73600000,0,0,0.03225806451612903
2012-05-24 00:00:00-04:00,32.95000076293945,33.209999084472656,31.770000457763672,33.029998779296875,50237200,0,0,0.032187461853027344
2012-05-25 00:00:00-04:00,32.900001525878906,32.95000076293945,31.110000610351562,31.90999984741211,37149800,0,0,-0.03390853688395466
2012-05-29 00:00:00-04:00,31.479999542236328,31.690000534057617,28.649999618530273,28.84000015258789,78063400,0,0,-0.0962080761361456
2012-05-30 00:00:00-04:00,28.700000762939453,29.549999237060547,27.860000610351562,28.190000534057617,57267900,0,0,-0.022538128123828986
2012-05-31 00:00:00-04:00,28.549999237060547,29.670000076293945,26.829999923706055,29.600000381469727,111639200,0,0,0.05001773042567433
2012-06-01 00:00:00-04:00,28.889999389648438,29.149999618530273,27.389999389648438,27.719999313354492,41855500,0,0,-0.06351354877995738
2012-06-04 00:00:00-04:00,27.200000762939453,27.649999618530273,26.440000534057617,26.899999618530273,35230300,0,0,-0.029581519305059024
2012-06-05 00:00:00-04:00,26.700000762939453,27.760000228881836,25.75,25.8700008392334,42473400,0,0,-0.03828991798897099
2012-06-06 00:00:00-04:00,26.06999969482422,27.170000076293945,25.520000457763672,26.809999465942383,61489200,0,0,0.03633546950966544
2012-06-07 00:00:00-04:00,27.0,27.350000381469727,26.149999618530273,26.309999465942383,26159500,0,0,-0.018649757924656667
2012-06-08 00:00:00-04:00,26.549999237060547,27.760000228881836,26.440000534057617,27.100000381469727,38034000,0,0,0.030026641260482715
2012-06-11 00:00:00-04:00,27.18000030517578,28.06999969482422,26.84000015258789,27.010000228881836,28219600,0,0,-0.00332103879413339
2012-06-12 00:00:00-04:00,27.479999542236328,27.770000457763672,26.959999084472656,27.399999618530273,15816800,0,0,0.014439073911277148
2012-06-13 00:00:00-04:00,27.65999984741211,28.100000381469727,27.100000381469727,27.270000457763672,17102800,0,0,-0.004744494984543167
2012-06-14 00:00:00-04:00,27.649999618530273,28.31999969482422,27.3799991607666,28.290000915527344,16855000,0,0,0.03740375653251159
2012-06-15 00:00:00-04:00,28.510000228881836,30.100000381469727,28.350000381469727,30.010000228881836,43563800,0,0,0.06079884261899927
2012-06-18 00:00:00-04:00,29.959999084472656,32.08000183105469,29.40999984741211,31.40999984741211,42978900,0,0,0.046651103227346995
2012-06-19 00:00:00-04:00,31.540000915527344,32.18000030517578,30.700000762939453,31.90999984741211,30849000,0,0,0.015918497371186564
2012-06-20 00:00:00-04:00,31.920000076293945,31.93000030517578,31.149999618530273,31.600000381469727,15553600,0,0,-0.00971480624960027
2012-06-21 00:00:00-04:00,31.670000076293945,32.5,31.510000228881836,31.84000015258789,21875300,0,0,0.007594929374080014
2012-06-22 00:00:00-04:00,32.40999984741211,33.45000076293945,32.060001373291016,33.04999923706055,74834000,0,0,0.03800248362669401
2012-06-25 00:00:00-04:00,32.86000061035156,33.02000045776367,31.549999237060547,32.060001373291016,24352900,0,0,-0.029954550276037502
2012-06-26 00:00:00-04:00,32.689998626708984,33.439998626708984,32.5,33.099998474121094,24858700,0,0,0.03243908472494618
2012-06-27 00:00:00-04:00,32.459999084472656,32.900001525878906,31.899999618530273,32.22999954223633,28568000,0,0,-0.026283956857731147
2012-06-28 00:00:00-04:00,31.959999084472656,32.189998626708984,30.899999618530273,31.360000610351562,17713300,0,0,-0.02699345157435269
2012-06-29 00:00:00-04:00,31.920000076293945,31.989999771118164,30.760000228881836,31.100000381469727,19526900,0,0,-0.008290823463696393
