Date,AAPL,META,TSLA,World,Politics,Coronavirus
2018-01-24,,,-0.03247045725584024,,,
2018-01-25,,,-0.9345035354296366,,,
2018-01-26,,,-0.9338078498840332,,,
2018-01-28,,,-0.9112095832824708,,,
2018-01-29,,,-0.17283615469932556,,,
2018-01-31,-0.38197928071022036,-0.4596831798553467,0.9238344430923462,-0.14179730483076788,0.04407252371311191,
2018-02-01,-0.6708508772509438,-0.30357985063032666,-0.9239004552364349,-0.06038265091341893,0.06348444521427157,
2018-02-02,-0.6953087449073792,-0.5789365922100842,-0.95570969581604,-0.0749990379437804,,
2018-02-03,,-0.9239004552364349,,-0.1559152789413929,,
2018-02-04,0.30175112187862396,-0.9461309313774108,-0.9338078498840332,-0.11932890489697455,-0.2811702489852905,
2018-02-05,-0.6794577538967133,-0.6497242450714111,-0.3253082434336345,-0.19856780115514994,0.10636491080125177,
2018-02-06,-0.4116523284465074,-0.6979533582925797,-0.46991904079914093,-0.1223485730588436,0.05485070869326594,
2018-02-07,-0.4576339175303777,-0.942618171374003,0.014761751890182473,-0.04787750048562883,-0.07550984323024748,
2018-02-08,-0.4901184067130088,-0.36574274963802755,-0.9357014298439026,-0.11771743851048604,0.3794874424735705,
2018-02-09,-0.9338078498840332,-0.2938617557287216,-0.9339045882225037,-0.1340801026672125,-0.05712899565696712,
2018-02-10,,-0.9357014298439026,,-0.07484405301511285,-0.1294911503791809,
2018-02-11,,-0.9120994806289672,,-0.09364068905512492,0.365505650639534,
2018-02-12,-0.39349999598094393,-0.592138409614563,-0.9338078498840332,0.005885643037882732,-0.29985579103231425,
2018-02-13,-0.7060629261864556,-0.45841987524181604,,-0.08972553219646213,0.9137781858444214,
2018-02-14,-0.5793553423136473,-0.48491255525085664,-0.9112096428871156,-0.11558500174432991,-0.06270615756511687,
2018-02-15,-0.5116604630436216,-0.8373365640640259,0.1440371423959732,-0.07661278545856474,0.10636491080125177,
2018-02-16,-0.030419667561848995,-0.4960240253380367,0.4577415585517883,-0.1244160234928131,-0.007143054157495464,
2018-02-17,0.9238344430923462,0.023661509156227112,-0.005933493375778198,-0.14972967328503728,,
2018-02-18,-0.9357014298439026,0.9238344430923462,,-0.25566664536794026,,
2018-02-19,,-0.9351310849189758,,-0.11177926898002623,-0.13856458514928816,
2018-02-20,-0.9349884986877441,0.10037119686603546,,-0.1465950559824705,0.1824186369776726,
