Date,AAPL,META,TSLA,World,Politics,Coronavirus
2018-01-02,-0.20885075504581135,0.16146956980228416,0.02022152530650298,,,
2018-01-03,-0.25741997063159944,0.09817208846410114,0.10624081073772336,-0.1873944413765699,,
2018-01-04,-0.4956617951393127,-0.24815150288244087,0.03583750960727532,-0.2375876250055929,,
2018-01-05,-0.09647193178534504,0.3820535668896304,0.11631488889455792,-0.2975060551498945,,
2018-01-08,-0.6935774683952332,0.10055128804274968,0.061223424039781066,-0.31406812416389585,,
2018-01-09,0.05602290283888578,0.07542965747416017,-0.13116463143378496,-0.3477780202833506,,
2018-01-10,0.06784842722117895,-0.3037629947066307,0.010575366206467122,-0.26608882687287405,,
2018-01-11,-0.19915872056569373,-0.12191679639120896,0.0799616230651736,-0.24967209513891828,,
2018-01-12,-0.24700245826194686,-0.08798177515467007,-0.1104092394808928,-0.26377011738993505,,
2018-01-16,-0.1875749538342158,-0.09771939845134817,0.012390816956758494,,,
2018-01-17,-0.32729125320911406,0.00910771961013473,0.06908387038856743,,,
2018-01-18,-0.27926893470187986,-0.07965694760282838,-0.03645237199962141,,,
2018-01-19,-0.19453806448727842,-0.31778600643078486,0.12788050688803193,,,
2018-01-22,-0.40211439561985785,0.03509260011216001,0.06834476116028698,,,
2018-01-23,-0.08480219449847937,-0.056468483333786325,0.15704747649304795,,,
2018-01-24,-0.07804455123841762,-0.4043484146147966,-0.059056014922403186,,,
2018-01-25,-0.15160324623187382,-0.16605832887192568,0.21969333317130801,,,
2018-01-26,-0.08135685349504154,0.07810777209344363,-0.06520211618571059,,,
2018-01-29,-0.051724712426463745,-0.4043484146147966,0.11451369903981683,,,
2018-01-30,-0.20598255060613155,-0.27978038430213925,-0.02757138976683985,,,
2018-01-31,-0.19137972481548787,-0.20682333340247472,0.16768243583765896,,,
2018-02-01,-0.15431307602302852,-0.3961633134633303,-0.22654541157186028,,,
2018-02-02,-0.09262347761541603,-0.06337933043638866,0.11854829092820487,,,
2018-02-05,-0.4263048000633717,-0.035096213221550016,-0.373647877946496,-0.2967827554505605,,
2018-02-06,-0.2629167159398397,-0.2339836425582568,0.1959160601099332,-0.3764773133609976,,
2018-02-07,-0.2092594057321548,-0.07496201895177365,0.23696815520524978,-0.2224072967410872,,
