Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-11-05 00:00:00-05:00,62.76808146856235,63.04645740992249,62.58983025008782,62.787620544433594,79897600,0.0,0.0
2019-11-06 00:00:00-05:00,62.699704356269365,62.87551876451719,62.35784507689121,62.81447219848633,75864400,0.0,0.0
2019-11-07 00:00:00-05:00,63.370441361192526,63.76476547063361,63.21614094768718,63.53943634033203,94940400,0.1925,0.0
2019-11-08 00:00:00-05:00,63.35821220157178,63.78682123286925,62.9075613170151,63.713348388671875,69986400,0.0,0.0
2019-11-11 00:00:00-05:00,63.262680936274,64.28399816990152,63.25778523881401,64.2178726196289,81821200,0.0,0.0
2019-11-12 00:00:00-05:00,64.05867027726481,64.3623754357189,63.90437732360724,64.15908813476562,87388800,0.0,0.0
2019-11-13 00:00:00-05:00,63.95580432676569,64.84975864481582,63.94110976066545,64.77383422851562,102734400,0.0,0.0
2019-11-14 00:00:00-05:00,64.59749477643297,64.87425490729485,64.19337924236929,64.32563781738281,89182800,0.0,0.0
2019-11-15 00:00:00-05:00,64.58034617267742,65.09467841212242,64.4162543588519,65.08978271484375,100206400,0.0,0.0
2019-11-18 00:00:00-05:00,65.09956906722043,65.49878885774656,64.71505131608552,65.41796875,86703200,0.0,0.0
2019-11-19 00:00:00-05:00,65.61390588040467,65.63839931531709,64.99916326788056,65.21958923339844,76167200,0.0,0.0
2019-11-20 00:00:00-05:00,65.03589683853869,65.16814792745686,63.77700758770172,64.46033477783203,106234400,0.0,0.0
2019-11-21 00:00:00-05:00,64.58278842595251,64.6611644171673,63.96803842352702,64.17132568359375,121395200,0.0,0.0
2019-11-22 00:00:00-05:00,64.31337431948951,64.45787584603305,63.88476543633052,64.114990234375,65325200,0.0,0.0
2019-11-25 00:00:00-05:00,64.34276806371322,65.25632003955975,64.2962327836836,65.23917388916016,84020400,0.0,0.0
2019-11-26 00:00:00-05:00,65.37878651475968,65.43266908278915,64.29134375950824,64.72975158691406,105207600,0.0,0.0
2019-11-27 00:00:00-05:00,65.04569239848027,65.63350495092753,64.97956684978615,65.59921264648438,65235600,0.0,0.0
2019-11-29 00:00:00-05:00,65.29550818258669,65.63839381961091,65.12406162690142,65.45470428466797,46617600,0.0,0.0
2019-12-02 00:00:00-05:00,65.45960220387762,65.69962589511663,64.52401582130796,64.69790649414062,94487200,0.0,0.0
2019-12-03 00:00:00-05:00,63.26513033415983,63.56393230452534,62.77039583130911,63.544342041015625,114430400,0.0,0.0
2019-12-04 00:00:00-05:00,63.94110990791191,64.48972697517597,63.84558775369345,64.1052017211914,67181600,0.0,0.0
2019-12-05 00:00:00-05:00,64.60728451142533,65.12161669767438,64.34767056991465,65.04568481445312,74424400,0.0,0.0
2019-12-06 00:00:00-05:00,65.5110392005935,66.37315273726486,65.46694803118726,66.3021240234375,106075600,0.0,0.0
2019-12-09 00:00:00-05:00,66.1282190972665,66.32415157152047,64.8815806045394,65.37387084960938,128042400,0.0,0.0
2019-12-10 00:00:00-05:00,65.78534768715707,66.14537947869482,65.11426349601302,65.7559585571289,90420400,0.0,0.0
2019-12-11 00:00:00-05:00,65.83677834238664,66.39764581883281,65.76085393207013,66.31681823730469,78756800,0.0,0.0
2019-12-12 00:00:00-05:00,65.58450784873412,66.7552221249565,65.47184703264088,66.48580932617188,137310400,0.0,0.0
2019-12-13 00:00:00-05:00,66.48581894983812,67.42630855908239,66.3560119654089,67.38957214355469,133587600,0.0,0.0
2019-12-16 00:00:00-05:00,67.8426631806153,68.7709096541344,67.83776748414653,68.54312896728516,128186000,0.0,0.0
2019-12-17 00:00:00-05:00,68.47211741994006,69.01093560721169,68.2835247012002,68.67784881591797,114158400,0.0,0.0
2019-12-18 00:00:00-05:00,68.52844273448383,69.042774951372,68.3618993421495,68.51374816894531,116028400,0.0,0.0
2019-12-19 00:00:00-05:00,68.45497339711052,68.86643620186167,68.32027071469045,68.58232879638672,98369200,0.0,0.0
2019-12-20 00:00:00-05:00,69.12359660652453,69.2264585564703,68.22473922834327,68.44026947021484,275978000,0.0,0.0
2019-12-23 00:00:00-05:00,68.70722037250533,69.6183205926922,68.66803238219845,69.55709075927734,98572000,0.0,0.0
2019-12-24 00:00:00-05:00,69.72609176888034,69.77507862961573,69.29258720131972,69.62322235107422,48478800,0.0,0.0
2019-12-26 00:00:00-05:00,69.75793890201128,71.02172378698896,69.72854977260305,71.00457763671875,93121200,0.0,0.0
2019-12-27 00:00:00-05:00,71.30091831414703,71.99893994024588,70.56616028127355,70.97762298583984,146266000,0.0,0.0
2019-12-30 00:00:00-05:00,70.89436951220416,71.68546188819064,69.85591361751253,71.3989028930664,144114400,0.0,0.0
2019-12-31 00:00:00-05:00,71.00947003250286,71.92791765554566,70.90905219546201,71.92057037353516,100805600,0.0,0.0
2020-01-02 00:00:00-05:00,72.5549161384192,73.6227685424697,72.29775377419911,73.56153869628906,135480400,0.0,0.0
2020-01-03 00:00:00-05:00,72.77778975726778,73.61786140779569,72.61859366063811,72.84636688232422,146322800,0.0,0.0
2020-01-06 00:00:00-05:00,71.95486609898113,73.46601447442158,71.70014785324403,73.42682647705078,118387200,0.0,0.0
2020-01-07 00:00:00-05:00,73.43662580783472,73.69623975199961,72.85861966025138,73.08149719238281,108872000,0.0,0.0
2020-01-08 00:00:00-05:00,72.78024697011989,74.56325983379539,72.78024697011989,74.25711059570312,132079200,0.0,0.0
2020-01-09 00:00:00-05:00,75.24902025723333,76.0303135978264,74.99430950949841,75.83438110351562,170108400,0.0,0.0
2020-01-10 00:00:00-05:00,76.07195423839785,76.57893910429202,75.49639225110344,76.00582122802734,140644800,0.0,0.0
2020-01-13 00:00:00-05:00,76.32668085148342,77.6565913203229,76.20666527008537,77.62964630126953,121532000,0.0,0.0
2020-01-14 00:00:00-05:00,77.56597880513345,77.77905749227989,76.4564941958543,76.5813980102539,161954400,0.0,0.0
2020-01-15 00:00:00-05:00,76.37811563026003,77.27206993655845,75.81479653121743,76.25320434570312,121923600,0.0,0.0
2020-01-16 00:00:00-05:00,76.80426617754003,77.32104994725472,76.43688711375708,77.20838165283203,108829200,0.0,0.0
2020-01-17 00:00:00-05:00,77.46064150533783,78.06559260952356,77.14959661609447,78.06314849853516,137816400,0.0,0.0
2020-01-21 00:00:00-05:00,77.68596744998003,78.13416656153049,77.39451283218966,77.53411865234375,110843200,0.0,0.0
2020-01-22 00:00:00-05:00,78.0264053236805,78.3717425133494,77.7153604316157,77.81088256835938,101832400,0.0,0.0
2020-01-23 00:00:00-05:00,77.86478694927165,78.26645091994388,77.30881507047816,78.18563079833984,104472000,0.0,0.0
2020-01-24 00:00:00-05:00,78.4354332072881,79.18978162592443,77.76680059410057,77.96028900146484,146537600,0.0,0.0
2020-01-27 00:00:00-05:00,75.93971892186286,76.35852906015838,74.6710380506976,75.66786193847656,161940000,0.0,0.0
2020-01-28 00:00:00-05:00,76.56180237105973,77.98233183519795,76.46138452481236,77.80844116210938,162234000,0.0,0.0
2020-01-29 00:00:00-05:00,79.46410169769557,80.29682615630763,78.7121973517382,79.4371566772461,216229200,0.0,0.0
2020-01-30 00:00:00-05:00,78.50645096261003,79.37591167003217,78.06804323094346,79.32202911376953,126743200,0.0,0.0
2020-01-31 00:00:00-05:00,78.60196755073758,79.03057642604689,75.50619076087752,75.80499267578125,199588400,0.0,0.0
2020-02-03 00:00:00-05:00,74.52897215068542,76.7797820865908,74.01954307563842,75.5968246459961,173788400,0.0,0.0
2020-02-04 00:00:00-05:00,77.22552032685988,78.28602530728074,76.81405760909935,78.09253692626953,136616400,0.0,0.0
2020-02-05 00:00:00-05:00,79.23632472652235,79.54002987707251,78.11704870482234,78.7293472290039,118826800,0.0,0.0
2020-02-06 00:00:00-05:00,79.00363955615869,79.65267436370495,78.43787643388762,79.65022277832031,105425600,0.0,0.0
2020-02-07 00:00:00-05:00,79.14205186054308,79.39491725757786,78.06921510329757,78.56758117675781,117684000,0.1925,0.0
2020-02-10 00:00:00-05:00,77.13138872868495,78.94072723388672,77.05037681457834,78.94072723388672,109348800,0.0,0.0
2020-02-11 00:00:00-05:00,79.44401500746612,79.51766220856982,78.24351318487676,78.46446228027344,94323200,0.0,0.0
2020-02-12 00:00:00-05:00,78.92109083415137,80.33271951046079,78.92109083415137,80.32781219482422,113730400,0.0,0.0
2020-02-13 00:00:00-05:00,79.5888444620334,80.08721040758034,79.3826248458158,79.75578308105469,94747600,0.0,0.0
2020-02-14 00:00:00-05:00,79.72388349684738,80.02830941584502,79.25989113621826,79.77544403076172,80113600,0.0,0.0
2020-02-18 00:00:00-05:00,77.42107896083166,78.49883037674763,77.23695347910356,78.31470489501953,152531200,0.0,0.0
2020-02-19 00:00:00-05:00,78.56021002642305,79.68214982396341,78.56021002642305,79.44892120361328,93984000,0.0,0.0
2020-02-20 00:00:00-05:00,79.20587845551485,79.70178708731271,78.12076225109972,78.63385772705078,100566000,0.0,0.0
2020-02-21 00:00:00-05:00,78.22141376996113,78.67068414277034,76.2279497450873,76.85397338867188,129554000,0.0,0.0
2020-02-24 00:00:00-05:00,72.97752798963715,74.67638834731495,71.00615800571322,73.20338439941406,222195200,0.0,0.0
2020-02-25 00:00:00-05:00,73.88343115822121,74.27131892830909,70.24510935562895,70.72383117675781,230673600,0.0,0.0
2020-02-26 00:00:00-05:00,70.34330884161665,73.12974303034119,70.3359441209733,71.84577178955078,198054800,0.0,0.0
2020-02-27 00:00:00-05:00,69.01023696532927,70.21318869988217,67.01185799843925,67.14933776855469,320605600,0.0,0.0
2020-02-28 00:00:00-05:00,63.157492368954465,68.34982902220112,62.938993219326974,67.11004638671875,426510000,0.0,0.0
2020-03-02 00:00:00-05:00,69.29992210369768,74.0037153835357,68.1804397564887,73.35804748535156,341397200,0.0,0.0
2020-03-03 00:00:00-05:00,74.5511955705458,74.63220749927378,70.16409207978538,71.02825927734375,319475600,0.0,0.0
2020-03-04 00:00:00-05:00,72.77621716651925,74.48489968385934,71.9636105710498,74.32286834716797,219178400,0.0,0.0
2020-03-05 00:00:00-05:00,72.55035938287412,73.5397268389517,71.54135516860957,71.91206359863281,187572800,0.0,0.0
2020-03-06 00:00:00-05:00,69.23119227404686,71.39651008582518,69.0421594461943,70.95706176757812,226176800,0.0,0.0
2020-03-09 00:00:00-04:00,64.75080237338165,68.27128111806324,64.56667686900236,65.34491729736328,286744800,0.0,0.0
2020-03-10 00:00:00-04:00,68.03805424068614,70.32120730574748,66.13050938113562,70.05115509033203,285290000,0.0,0.0
2020-03-11 00:00:00-04:00,68.09941932771707,69.03968338853701,66.74179373164166,67.61823272705078,255598800,0.0,0.0
2020-03-12 00:00:00-04:00,62.83343586378559,66.28517434317837,60.88416013743791,60.94062423706055,418474000,0.0,0.0
2020-03-13 00:00:00-04:00,65.03067583376865,68.7205505906394,62.0993934993198,68.2418212890625,370732000,0.0,0.0
2020-03-16 00:00:00-04:00,59.39887496011166,63.604298082985444,58.92014949467586,59.46270751953125,322423600,0.0,0.0
2020-03-17 00:00:00-04:00,60.7638634436246,63.243417716548606,58.527352412376324,62.077293395996094,324056000,0.0,0.0
2020-03-18 00:00:00-04:00,58.86369463963762,61.37516535716065,58.21311563922603,60.557647705078125,300233600,0.0,0.0
2020-03-19 00:00:00-04:00,60.734403830278616,62.07238158340107,59.56091105819284,60.09364700317383,271857200,0.0,0.0
2020-03-20 00:00:00-04:00,60.68284661884021,61.82442684663713,55.974146124534585,56.278568267822266,401693200,0.0,0.0
2020-03-23 00:00:00-04:00,55.99379019364916,56.096900019871725,52.19589473725933,55.08298110961914,336752800,0.0,0.0
2020-03-24 00:00:00-04:00,58.02653172851322,60.808054444015426,57.52080100679328,60.60919952392578,287531200,0.0,0.0
2020-03-25 00:00:00-04:00,61.55928544329448,63.400540242196605,59.97580706544714,60.27531814575195,303602000,0.0,0.0
2020-03-26 00:00:00-04:00,60.52082927569138,63.50611472675913,60.48154826745603,63.44719696044922,252087200,0.0,0.0
2020-03-27 00:00:00-04:00,62.05028068142742,62.816241404458744,60.65092791971938,60.8203239440918,204216800,0.0,0.0
2020-03-30 00:00:00-04:00,61.55683315091972,62.73032593576693,61.22785943922632,62.5560188293457,167976400,0.0,0.0
2020-03-31 00:00:00-04:00,62.74996515610766,64.44146067180989,61.86616135265277,62.4283561706543,197002000,0.0,0.0
2020-04-01 00:00:00-04:00,60.515910047314854,61.06092178839802,58.70657146086103,59.14356231689453,176218400,0.0,0.0
2020-04-02 00:00:00-04:00,59.00361574493574,60.18447308040122,58.15909304664536,60.130462646484375,165934000,0.0,0.0
2020-04-03 00:00:00-04:00,59.60756122909086,60.31951164744334,58.667293248107946,59.26631546020508,129880000,0.0,0.0
2020-04-06 00:00:00-04:00,61.59610972244075,64.59367047043882,61.22295144288469,64.43655395507812,201820400,0.0,0.0
2020-04-07 00:00:00-04:00,66.481576474621,66.70253306476037,63.58467165105949,63.69023513793945,202887200,0.0,0.0
2020-04-08 00:00:00-04:00,64.50285200247936,65.63952145070611,64.1321510373286,65.32037353515625,168895200,0.0,0.0
2020-04-09 00:00:00-04:00,65.9660207374329,66.30235539394546,64.98401824036407,65.79170989990234,161834800,0.0,0.0
2020-04-13 00:00:00-04:00,65.8702647779188,67.19351659589069,65.26142059839506,67.08303833007812,131022800,0.0,0.0
2020-04-14 00:00:00-04:00,68.74017839999642,70.76555865642489,68.26144916073393,70.47095489501953,194994800,0.0,0.0
2020-04-15 00:00:00-04:00,69.32937754293859,70.29419323645484,68.89484411791065,69.82774353027344,131154400,0.0,0.0
2020-04-16 00:00:00-04:00,70.55197967005094,70.75329200592888,69.31711167092885,70.38258361816406,157125200,0.0,0.0
2020-04-17 00:00:00-04:00,69.89158161825254,70.44641549242323,67.96930730649564,69.42758178710938,215250000,0.0,0.0
2020-04-20 00:00:00-04:00,68.23690378230367,69.15261634635416,67.96685158820759,67.98648834228516,130015200,0.0,0.0
2020-04-21 00:00:00-04:00,67.82691299682463,68.06504890494008,65.16322969275001,65.88500213623047,180991600,0.0,0.0
2020-04-22 00:00:00-04:00,67.17142083659647,68.2246205909595,66.82527155648917,67.78272247314453,116862400,0.0,0.0
2020-04-23 00:00:00-04:00,67.72625441047906,69.16979924564336,67.48075379203844,67.52003479003906,124814400,0.0,0.0
2020-04-24 00:00:00-04:00,68.05280103823989,69.47915958974075,68.00369789851797,69.4693374633789,126161200,0.0,0.0
2020-04-27 00:00:00-04:00,69.18208279121319,69.85475969228719,68.72791256519432,69.51842498779297,117087600,0.0,0.0
2020-04-28 00:00:00-04:00,69.98732534608979,70.17145084237839,68.2982870868209,68.39157104492188,112004800,0.0,0.0
2020-04-29 00:00:00-04:00,69.90139939176383,71.11417314349038,69.69517975478524,70.63790130615234,137280800,0.0,0.0
2020-04-30 00:00:00-04:00,71.1853532232338,72.30729278453248,70.79010084596588,72.1280746459961,183064000,0.0,0.0
2020-05-01 00:00:00-04:00,70.27455955271854,73.40469277297063,70.1763607932453,70.96687316894531,240616800,0.0,0.0
2020-05-04 00:00:00-04:00,70.99142497545893,72.1010851962763,70.29174663717268,71.9709701538086,133568000,0.0,0.0
2020-05-05 00:00:00-04:00,72.4374263101304,73.89570087358055,72.2901244113008,73.05117797851562,147751200,0.0,0.0
2020-05-06 00:00:00-04:00,73.76312456828316,74.4456160882485,73.37277942659905,73.80486297607422,142333600,0.0,0.0
2020-05-07 00:00:00-04:00,74.44070174383785,74.91943097184415,74.13382595462475,74.568359375,115215200,0.0,0.0
2020-05-08 00:00:00-04:00,75.23793658003409,76.39737258777438,74.90561205205695,76.34321594238281,133838400,0.205,0.0
2020-05-11 00:00:00-04:00,75.84349982037831,78.04667385870782,75.63179384139572,77.54450225830078,145946400,0.0,0.0
2020-05-12 00:00:00-04:00,78.2386863981863,78.69655760112346,76.53522732993561,76.65830993652344,162301200,0.0,0.0
2020-05-13 00:00:00-04:00,76.84046277960992,77.775895011751,74.63974537361725,75.73271942138672,200622400,0.0,0.0
2020-05-14 00:00:00-04:00,74.95977956200335,76.25953172741941,74.2262044430789,76.19799041748047,158929200,0.0,0.0
2020-05-15 00:00:00-04:00,73.9357102559135,75.79425428305841,73.90124352620454,75.74748229980469,166348400,0.0,0.0
2020-05-18 00:00:00-04:00,77.09157329346257,77.9113002561186,76.39000084081557,77.5322036743164,135178400,0.0,0.0
2020-05-19 00:00:00-04:00,77.54942343611629,78.40853758880708,77.05217243156262,77.08417510986328,101729600,0.0,0.0
2020-05-20 00:00:00-04:00,77.95560997823335,78.65471839043695,77.91622263654152,78.58333587646484,111504800,0.0,0.0
2020-05-21 00:00:00-04:00,78.44300255830373,78.991953651931,77.75619955537947,77.99744415283203,102688800,0.0,0.0
2020-05-22 00:00:00-04:00,77.73157685169096,78.58331379070839,77.62819168212758,78.49961853027344,81803200,0.0,0.0
2020-05-26 00:00:00-04:00,79.6344465573373,79.81660641134746,77.9112900630518,77.96791076660156,125522000,0.0,0.0
2020-05-27 00:00:00-04:00,77.82267889950374,78.45531782698902,77.07187044558736,78.3076171875,112945200,0.0,0.0
2020-05-28 00:00:00-04:00,77.97775194232293,79.6196772211011,77.6971275054843,78.34207916259766,133560800,0.0,0.0
2020-05-29 00:00:00-04:00,78.5882534536964,79.05596591069683,77.9039143819083,78.26577758789062,153532400,0.0,0.0
2020-06-01 00:00:00-04:00,78.21899265729164,79.35135408493721,78.08606134522202,79.228271484375,80791200,0.0,0.0
